,,Overall,,Survey Group,,,,Age Group,,,,,,,,,,Grade Level,,,,,,Gender,,,,LGBTQ Identification (Gen Z adults),,,,Race/Ethnicity,,,,,,,,,,Highest Educational Attainment,,,,,,,,,,Highest educational attainment or enrollment,,Parent Educational Attainment,,,,Eligibility for free or reduced-price lunch,,,,Subjective Income (Parent + Child),,,,,,Subjective Income (Gen Z adults),,,,,,Disability Status (Gen Z children),,,,Political Party Identification (Gen Z adults),,,,,,,,Religious Affiliation (Gen Z adults),,,,Census Region,,,,,,,
,Total,100%,3759,100%,1675,100%,2084,100%,916,100%,824,100%,146,100%,628,100%,1245,100%,518,100%,1157,100%,2084,100%,1981,100%,1647,100%,579,100%,1396,100%,268,100%,357,100%,679,100%,244,100%,2167,100%,1675,100%,592,100%,183,100%,782,100%,526,100%,1675,100%,2626,100%,1012,100%,647,100%,896,100%,864,100%,634,100%,230,100%,1012,100%,748,100%,254,100%,194,100%,1535,100%,883,100%,648,100%,389,100%,211,100%,1275,100%,939,100%,629,100%,947,100%,1398,100%,784
"How important are each of the following to you, personally, when you think about your future and having a great life: Buying a house",Very important,51%,1890,51%,849,52%,1041,54%,490,48%,386,52%,76,51%,313,54%,625,55%,276,49%,573,52%,1041,52%,1026,52%,823,41%,227,57%,773,47%,121,60%,202,54%,369,46%,116,50%,1059,51%,849,51%,307,60%,106,51%,388,44%,239,51%,849,51%,1316,54%,522,53%,334,52%,463,51%,446,52%,309,47%,113,55%,511,49%,363,51%,138,33%,62,54%,810,43%,374,54%,329,67%,264,56%,114,57%,727,44%,379,51%,307,52%,469,52%,733,51%,381
,Somewhat important,34%,1304,35%,583,33%,721,34%,312,35%,291,39%,56,31%,206,33%,439,33%,180,36%,403,33%,721,33%,679,33%,567,40%,235,30%,445,40%,106,27%,104,31%,207,37%,91,36%,781,35%,583,33%,190,27%,50,34%,275,41%,206,35%,583,34%,905,32%,343,35%,219,33%,303,35%,292,34%,232,37%,77,31%,360,37%,271,30%,67,41%,81,34%,518,37%,352,34%,223,24%,98,31%,64,31%,402,38%,371,34%,224,35%,337,33%,462,33%,280
,Not too important,12%,456,11%,189,13%,267,9%,84,13%,114,7%,12,17%,95,11%,151,10%,51,11%,138,13%,267,12%,235,11%,198,16%,97,11%,148,11%,33,10%,39,13%,81,15%,33,12%,266,11%,189,13%,72,12%,24,13%,100,14%,71,11%,189,12%,330,12%,118,10%,75,12%,100,11%,96,11%,74,11%,26,13%,123,12%,96,14%,39,16%,31,10%,164,17%,138,10%,77,8%,22,9%,26,10%,122,15%,159,12%,76,10%,110,12%,165,14%,105
,Not at all important,3%,106,3%,52,2%,54,4%,29,3%,32,2%,2,2%,14,3%,29,2%,10,3%,42,2%,54,2%,39,3%,56,3%,20,2%,29,2%,8,3%,10,2%,21,2%,5,3%,59,3%,52,3%,23,1%,3,2%,18,2%,10,3%,52,3%,72,2%,29,2%,19,3%,28,3%,29,3%,19,5%,13,1%,17,2%,17,4%,10,10%,18,3%,43,3%,17,2%,20,1%,5,4%,7,2%,22,3%,30,3%,21,4%,30,2%,36,2%,19
,Total,100%,3756,100%,1673,100%,2083,100%,915,100%,823,100%,146,100%,628,100%,1244,100%,517,100%,1156,100%,2083,100%,1979,100%,1644,100%,579,100%,1395,100%,268,100%,355,100%,678,100%,245,100%,2165,100%,1673,100%,592,100%,183,100%,781,100%,526,100%,1673,100%,2623,100%,1012,100%,647,100%,894,100%,863,100%,634,100%,229,100%,1011,100%,747,100%,254,100%,192,100%,1535,100%,881,100%,649,100%,389,100%,211,100%,1273,100%,939,100%,628,100%,946,100%,1396,100%,785
"How important are each of the following to you, personally, when you think about your future and having a great life: Starting a business",Very important,15%,421,15%,216,15%,205,16%,132,14%,91,11%,17,14%,61,18%,120,18%,74,14%,142,15%,205,13%,208,17%,201,10%,43,17%,150,9%,18,27%,94,22%,121,16%,28,9%,151,15%,216,17%,96,20%,35,8%,49,6%,25,15%,216,14%,261,16%,140,20%,110,10%,90,13%,87,17%,95,18%,39,17%,93,13%,68,13%,35,16%,25,15%,197,10%,52,15%,65,19%,57,19%,30,17%,158,11%,57,14%,57,14%,99,18%,195,12%,70
,Somewhat important,24%,821,25%,405,24%,416,27%,235,22%,185,19%,30,25%,126,25%,245,29%,143,24%,262,24%,416,24%,414,24%,388,20%,93,25%,299,28%,68,35%,117,26%,173,26%,66,20%,388,25%,405,26%,154,21%,37,20%,140,18%,85,25%,405,22%,533,25%,243,29%,189,21%,186,24%,193,23%,159,31%,67,23%,191,23%,146,26%,62,27%,46,25%,371,17%,131,26%,146,28%,93,32%,60,26%,293,20%,155,26%,139,24%,192,25%,334,20%,155
,Not too important,34%,1310,38%,654,31%,656,38%,360,39%,320,35%,46,32%,206,27%,378,37%,206,39%,448,31%,656,33%,678,34%,591,31%,161,31%,465,40%,112,24%,89,31%,216,31%,80,37%,800,38%,654,32%,187,27%,52,32%,260,28%,157,38%,654,32%,913,36%,362,33%,216,43%,381,38%,345,43%,258,28%,72,28%,309,32%,239,35%,80,28%,55,40%,621,32%,270,32%,214,31%,141,28%,66,32%,424,30%,287,33%,218,33%,332,30%,453,41%,307
,Not at all important,27%,1204,22%,398,31%,806,19%,190,25%,225,34%,53,30%,235,30%,501,16%,96,24%,302,31%,806,30%,679,25%,466,39%,282,27%,481,23%,70,13%,56,22%,169,27%,71,35%,826,22%,398,25%,155,33%,59,40%,332,48%,259,22%,398,32%,916,23%,268,18%,132,26%,237,25%,237,17%,123,23%,51,32%,419,32%,294,26%,77,30%,68,21%,344,41%,430,27%,222,22%,98,21%,55,25%,399,39%,440,27%,215,28%,323,27%,414,28%,252
,Total,100%,3756,100%,1673,100%,2083,100%,917,100%,821,100%,146,100%,628,100%,1244,100%,519,100%,1154,100%,2083,100%,1979,100%,1646,100%,579,100%,1395,100%,268,100%,356,100%,679,100%,245,100%,2165,100%,1673,100%,592,100%,183,100%,781,100%,526,100%,1673,100%,2623,100%,1013,100%,647,100%,894,100%,862,100%,635,100%,229,100%,1012,100%,747,100%,254,100%,194,100%,1533,100%,883,100%,647,100%,389,100%,211,100%,1274,100%,939,100%,629,100%,946,100%,1396,100%,784
"How important are each of the following to you, personally, when you think about your future and having a great life: Becoming a boss, manager or another high-status work position",Very important,20%,615,23%,324,18%,291,27%,209,19%,129,14%,21,19%,95,17%,161,28%,111,21%,213,18%,291,19%,317,21%,290,14%,64,20%,221,18%,37,39%,131,25%,151,17%,38,13%,248,23%,324,20%,121,18%,29,14%,89,11%,52,23%,324,18%,387,22%,207,30%,168,16%,139,21%,141,23%,136,29%,58,16%,130,18%,99,19%,46,26%,36,23%,301,17%,107,15%,81,23%,82,26%,42,21%,227,14%,92,18%,92,22%,141,22%,277,15%,105
,Somewhat important,31%,1179,34%,577,29%,602,33%,317,34%,275,31%,45,27%,177,31%,365,34%,188,34%,389,29%,602,30%,613,33%,546,22%,118,31%,447,34%,101,34%,127,34%,236,29%,71,28%,635,34%,577,27%,160,33%,55,30%,234,30%,153,34%,577,31%,825,29%,305,35%,226,34%,314,35%,295,33%,218,31%,74,35%,334,27%,199,18%,54,24%,45,35%,543,27%,257,30%,181,30%,115,27%,65,33%,420,22%,222,30%,196,27%,270,35%,488,27%,224
,Not too important,32%,1266,31%,559,32%,707,30%,288,32%,292,37%,54,32%,213,29%,419,29%,170,31%,389,32%,707,34%,682,29%,533,37%,215,30%,456,30%,89,20%,69,29%,202,35%,85,36%,806,31%,559,34%,183,25%,53,33%,265,36%,205,31%,559,32%,899,33%,336,25%,183,36%,322,31%,301,34%,213,25%,64,29%,330,35%,272,37%,83,27%,67,31%,509,35%,320,33%,231,28%,120,32%,69,28%,394,40%,373,33%,231,32%,334,28%,414,36%,287
,Not at all important,18%,696,12%,214,21%,482,11%,102,15%,127,18%,26,21%,143,23%,298,9%,49,14%,165,21%,482,17%,367,17%,276,28%,183,18%,269,18%,40,7%,29,13%,90,19%,51,23%,477,12%,214,19%,127,25%,45,22%,193,23%,117,12%,214,20%,512,16%,164,10%,71,14%,119,14%,125,10%,68,16%,34,20%,217,20%,177,26%,70,23%,46,11%,181,22%,197,21%,156,19%,71,14%,35,18%,232,23%,251,18%,110,19%,201,15%,217,21%,168
,Total,100%,3756,100%,1674,100%,2082,100%,916,100%,823,100%,146,100%,628,100%,1243,100%,518,100%,1156,100%,2082,100%,1979,100%,1645,100%,580,100%,1393,100%,267,100%,356,100%,679,100%,245,100%,2166,100%,1674,100%,591,100%,182,100%,781,100%,527,100%,1674,100%,2623,100%,1012,100%,648,100%,894,100%,862,100%,635,100%,230,100%,1011,100%,747,100%,253,100%,194,100%,1534,100%,881,100%,649,100%,388,100%,211,100%,1273,100%,938,100%,629,100%,946,100%,1396,100%,784
"How important are each of the following to you, personally, when you think about your future and having a great life: Having a good spiritual or religious life",Very important,36%,1272,38%,611,35%,661,40%,355,38%,279,31%,46,36%,208,35%,384,38%,189,38%,422,35%,661,39%,730,34%,519,20%,97,42%,541,23%,57,50%,188,40%,257,34%,77,33%,673,38%,611,37%,228,37%,63,29%,222,26%,148,38%,611,37%,874,36%,361,35%,229,37%,305,40%,303,39%,238,37%,86,41%,357,29%,203,30%,77,29%,55,40%,574,16%,125,41%,239,61%,246,39%,76,54%,651,8%,51,28%,165,37%,318,42%,564,32%,225
,Somewhat important,24%,905,26%,437,23%,468,26%,236,26%,218,20%,29,23%,130,26%,292,28%,138,25%,299,23%,468,24%,455,26%,428,21%,121,24%,321,20%,56,26%,100,26%,179,22%,53,24%,509,26%,437,23%,131,29%,49,20%,164,25%,123,26%,437,22%,614,26%,251,29%,180,26%,235,28%,241,25%,165,24%,48,21%,210,29%,188,16%,50,25%,47,26%,406,19%,177,24%,163,27%,88,24%,53,28%,374,17%,131,25%,148,22%,209,26%,357,23%,190
,Not too important,19%,749,20%,349,19%,400,18%,187,21%,181,20%,28,19%,122,19%,231,18%,109,20%,240,19%,400,18%,382,19%,331,25%,126,16%,243,31%,73,17%,43,16%,121,20%,49,20%,458,20%,349,19%,105,19%,35,23%,173,17%,87,20%,349,20%,538,17%,188,20%,141,21%,192,18%,169,21%,141,20%,54,18%,184,20%,150,20%,46,24%,51,19%,314,29%,218,16%,114,8%,36,19%,44,14%,186,26%,243,21%,140,20%,202,17%,231,22%,176
,Not at all important,20%,828,16%,275,23%,553,15%,139,15%,142,29%,43,22%,167,20%,337,15%,83,16%,192,23%,553,19%,409,21%,369,34%,235,18%,289,26%,81,7%,25,17%,121,25%,64,23%,526,16%,275,22%,128,15%,35,28%,223,32%,167,16%,275,20%,598,21%,210,16%,96,17%,162,15%,149,15%,91,18%,40,20%,259,22%,207,34%,81,22%,40,14%,239,37%,361,19%,131,4%,19,18%,38,5%,62,48%,513,26%,175,21%,216,15%,244,23%,193
,Total,100%,3754,100%,1672,100%,2082,100%,917,100%,820,100%,146,100%,627,100%,1244,100%,519,100%,1153,100%,2082,100%,1976,100%,1647,100%,579,100%,1394,100%,267,100%,356,100%,678,100%,243,100%,2166,100%,1672,100%,592,100%,182,100%,782,100%,525,100%,1672,100%,2624,100%,1010,100%,646,100%,894,100%,862,100%,635,100%,228,100%,1010,100%,748,100%,254,100%,193,100%,1533,100%,881,100%,647,100%,389,100%,211,100%,1273,100%,938,100%,628,100%,945,100%,1396,100%,784
"How important are each of the following to you, personally, when you think about having your dream job: It pays enough money for me to live comfortably",Very important,75%,2949,75%,1286,76%,1663,75%,716,76%,623,80%,113,71%,473,78%,1024,76%,411,75%,875,76%,1663,75%,1567,76%,1286,79%,475,75%,1107,81%,214,78%,299,73%,509,70%,193,76%,1701,75%,1286,73%,438,78%,144,81%,647,80%,433,75%,1286,77%,2091,75%,779,74%,494,77%,699,72%,647,79%,504,76%,178,75%,816,73%,584,82%,208,61%,135,78%,1197,82%,747,75%,516,77%,299,65%,147,73%,980,80%,788,81%,522,72%,725,76%,1095,74%,606
,Somewhat important,21%,698,22%,347,20%,351,21%,182,22%,176,19%,30,23%,127,18%,183,21%,97,23%,250,20%,351,21%,349,20%,321,16%,82,22%,250,18%,48,15%,46,22%,141,27%,47,21%,408,22%,347,22%,127,18%,29,17%,114,17%,81,22%,347,21%,480,20%,188,22%,137,21%,178,25%,193,19%,120,21%,43,23%,170,22%,139,12%,30,35%,53,20%,303,16%,123,20%,108,20%,77,28%,52,22%,249,17%,128,16%,93,21%,185,22%,263,23%,157
,Not too important,3%,82,2%,30,3%,52,3%,16,1%,14,1%,2,5%,21,3%,29,3%,8,2%,22,3%,52,3%,41,3%,35,3%,14,3%,32,1%,5,5%,8,4%,17,3%,5,2%,45,2%,30,4%,20,2%,5,2%,18,2%,9,2%,30,2%,42,3%,32,3%,12,1%,13,3%,19,1%,7,3%,4,2%,20,4%,21,4%,11,3%,3,2%,26,2%,11,4%,21,1%,8,4%,7,4%,37,2%,15,3%,11,5%,26,2%,25,3%,20
,Not at all important,1%,20,0%,6,1%,14,0%,2,0%,5,0%,1,1%,4,1%,8,0%,1,0%,5,1%,14,1%,14,1%,6,2%,6,1%,7,0%,0,2%,4,1%,6,0%,0,1%,9,0%,6,1%,8,1%,3,1%,2,0%,1,0%,6,0%,7,1%,10,0%,3,0%,3,0%,3,0%,3,1%,1,1%,4,1%,5,2%,4,1%,2,0%,5,0%,1,1%,3,1%,4,4%,5,1%,8,1%,6,0%,1,2%,9,1%,8,0%,2
,Total,100%,3749,100%,1669,100%,2080,100%,916,100%,818,100%,146,100%,625,100%,1244,100%,517,100%,1152,100%,2080,100%,1971,100%,1648,100%,577,100%,1396,100%,267,100%,357,100%,673,100%,245,100%,2163,100%,1669,100%,593,100%,181,100%,781,100%,524,100%,1669,100%,2620,100%,1009,100%,646,100%,893,100%,862,100%,634,100%,226,100%,1010,100%,749,100%,253,100%,193,100%,1531,100%,882,100%,648,100%,388,100%,211,100%,1274,100%,937,100%,627,100%,945,100%,1391,100%,785
"How important are each of the following to you, personally, when you think about having your dream job: It pays enough money for me to become wealthy",Very important,34%,1205,39%,627,32%,578,39%,351,37%,289,31%,45,31%,175,34%,345,40%,197,39%,430,32%,578,34%,625,37%,562,25%,108,35%,446,40%,112,55%,186,43%,274,32%,73,25%,543,39%,627,32%,180,38%,67,31%,223,21%,108,39%,627,31%,784,39%,370,44%,279,36%,313,36%,299,41%,250,38%,86,31%,284,29%,193,40%,87,33%,64,39%,574,31%,242,31%,167,37%,137,39%,71,35%,393,28%,237,33%,208,32%,271,37%,491,33%,235
,Somewhat important,38%,1411,39%,661,37%,750,39%,367,39%,325,42%,60,36%,221,34%,438,41%,218,38%,443,37%,750,36%,720,39%,647,31%,182,39%,527,45%,108,30%,115,34%,247,37%,99,40%,831,39%,661,38%,225,33%,60,36%,275,35%,189,39%,661,39%,1010,35%,354,39%,247,41%,366,40%,347,37%,246,41%,94,39%,373,38%,275,29%,70,40%,72,39%,614,36%,320,37%,236,36%,136,40%,85,34%,468,40%,339,37%,218,37%,356,37%,515,39%,321
,Not too important,23%,888,18%,318,25%,570,17%,161,20%,173,24%,33,27%,175,24%,346,15%,80,19%,238,25%,570,24%,501,20%,345,34%,205,21%,333,11%,36,12%,45,19%,117,27%,59,28%,619,18%,318,26%,150,20%,36,24%,211,32%,173,18%,318,24%,632,22%,238,14%,96,19%,183,20%,183,18%,117,15%,34,24%,270,27%,212,24%,69,20%,45,18%,289,26%,245,27%,181,21%,90,18%,42,24%,313,26%,279,24%,160,24%,249,21%,299,24%,180
,Not at all important,5%,246,4%,65,6%,181,4%,35,4%,34,3%,7,6%,55,8%,115,4%,20,4%,45,6%,181,5%,129,5%,89,10%,84,5%,88,4%,11,2%,11,4%,37,5%,13,7%,170,4%,65,4%,35,9%,19,9%,72,11%,55,4%,65,6%,193,4%,48,3%,24,4%,32,4%,32,4%,22,6%,13,7%,83,6%,69,7%,27,6%,11,4%,56,7%,76,6%,62,6%,25,4%,12,6%,101,6%,80,6%,40,7%,69,5%,87,5%,50
,Total,100%,3750,100%,1671,100%,2079,100%,914,100%,821,100%,145,100%,626,100%,1244,100%,515,100%,1156,100%,2079,100%,1975,100%,1643,100%,579,100%,1394,100%,267,100%,357,100%,675,100%,244,100%,2163,100%,1671,100%,590,100%,182,100%,781,100%,525,100%,1671,100%,2619,100%,1010,100%,646,100%,894,100%,861,100%,635,100%,227,100%,1010,100%,749,100%,253,100%,192,100%,1533,100%,883,100%,646,100%,388,100%,210,100%,1275,100%,935,100%,626,100%,945,100%,1392,100%,786
"How important are each of the following to you, personally, when you think about having your dream job: It helps me make my community a better place",Very important,35%,1303,28%,464,39%,839,29%,261,28%,226,42%,63,38%,251,39%,502,28%,143,28%,321,39%,839,38%,757,32%,481,44%,275,37%,523,31%,92,46%,158,37%,250,33%,75,33%,706,28%,464,39%,227,35%,66,39%,290,46%,256,28%,464,36%,928,34%,337,31%,199,25%,237,30%,253,26%,166,28%,62,40%,394,38%,303,42%,119,26%,45,29%,438,45%,384,38%,252,37%,125,28%,73,39%,491,38%,380,36%,231,35%,317,36%,498,32%,257
,Somewhat important,42%,1638,48%,796,39%,842,46%,424,48%,398,41%,57,38%,250,39%,509,49%,254,47%,542,39%,842,43%,872,42%,719,37%,218,40%,588,42%,115,38%,142,40%,288,37%,105,46%,973,48%,796,37%,227,45%,84,40%,322,42%,208,48%,796,43%,1154,41%,428,49%,306,48%,427,47%,397,49%,314,45%,106,39%,427,41%,304,36%,85,48%,97,48%,722,38%,355,42%,272,38%,167,42%,88,40%,546,39%,370,44%,266,39%,398,41%,608,45%,365
,Not too important,17%,636,19%,326,16%,310,19%,183,19%,158,12%,19,18%,94,16%,182,17%,97,20%,229,16%,310,16%,284,19%,337,13%,65,18%,221,19%,43,14%,45,19%,112,21%,51,17%,380,19%,326,18%,106,15%,24,16%,135,7%,45,19%,326,17%,430,19%,189,17%,114,21%,181,18%,164,21%,128,22%,48,16%,147,16%,112,15%,35,14%,31,20%,307,14%,114,16%,98,20%,75,19%,34,16%,186,17%,146,15%,105,19%,189,17%,213,18%,129
,Not at all important,5%,171,5%,84,5%,87,5%,47,4%,38,4%,6,5%,31,6%,49,5%,23,5%,61,5%,87,4%,59,7%,108,5%,20,5%,62,8%,16,3%,9,4%,26,9%,14,5%,104,5%,84,6%,30,5%,9,4%,32,5%,16,5%,84,4%,108,7%,55,4%,27,6%,48,5%,47,4%,27,6%,11,4%,43,5%,29,7%,13,11%,20,4%,65,3%,28,4%,25,6%,21,10%,15,5%,49,5%,41,4%,26,6%,41,5%,71,4%,33
,Total,100%,3748,100%,1670,100%,2078,100%,915,100%,820,100%,145,100%,626,100%,1242,100%,517,100%,1153,100%,2078,100%,1972,100%,1645,100%,578,100%,1394,100%,266,100%,354,100%,676,100%,245,100%,2163,100%,1670,100%,590,100%,183,100%,779,100%,525,100%,1670,100%,2620,100%,1009,100%,646,100%,893,100%,861,100%,635,100%,227,100%,1011,100%,748,100%,252,100%,193,100%,1532,100%,881,100%,647,100%,388,100%,210,100%,1272,100%,937,100%,628,100%,945,100%,1390,100%,784
"How important are each of the following to you, personally, when you think about having your dream job: It allows me to do something I am passionate about",Very important,67%,2555,67%,1162,67%,1393,68%,642,67%,567,71%,102,67%,417,65%,827,68%,369,67%,793,67%,1393,68%,1394,66%,1067,68%,412,67%,915,57%,162,73%,256,67%,460,69%,180,68%,1466,67%,1162,67%,397,69%,117,66%,507,70%,372,67%,1162,69%,1830,65%,656,67%,447,67%,626,68%,606,66%,432,67%,161,66%,672,68%,498,70%,177,59%,121,68%,1079,71%,609,68%,443,67%,254,63%,135,67%,854,68%,638,71%,453,63%,622,69%,942,66%,538
,Somewhat important,26%,1018,28%,450,26%,568,26%,238,30%,228,23%,36,24%,164,29%,352,28%,132,28%,318,26%,568,26%,496,28%,495,25%,130,26%,407,35%,86,21%,81,24%,173,25%,52,28%,615,28%,450,25%,152,25%,55,27%,228,25%,132,28%,450,27%,701,26%,280,27%,172,29%,243,28%,232,30%,181,25%,52,29%,291,24%,205,18%,51,30%,57,28%,409,25%,240,24%,169,28%,111,31%,61,26%,356,25%,245,24%,157,28%,268,25%,378,29%,214
,Not too important,5%,147,4%,48,5%,99,5%,28,3%,21,5%,6,6%,37,5%,55,4%,14,4%,34,5%,99,5%,69,5%,69,7%,32,5%,61,7%,17,4%,14,9%,36,4%,10,3%,68,4%,48,6%,31,5%,9,6%,43,3%,16,4%,48,3%,74,7%,62,4%,22,3%,21,3%,23,4%,17,5%,8,3%,41,7%,41,8%,17,8%,11,3%,36,3%,28,6%,30,5%,22,2%,9,5%,53,5%,46,4%,15,6%,40,5%,62,4%,30
,Not at all important,1%,33,1%,11,2%,22,1%,6,1%,6,1%,2,2%,9,1%,10,1%,2,1%,9,2%,22,1%,15,1%,16,1%,5,2%,13,1%,2,3%,6,1%,6,2%,3,1%,15,1%,11,2%,12,1%,2,1%,3,1%,5,1%,11,1%,19,2%,12,1%,4,1%,5,0%,3,1%,4,3%,5,1%,8,1%,5,3%,8,3%,4,1%,8,1%,6,2%,6,1%,1,4%,6,1%,13,1%,8,1%,3,3%,15,1%,11,1%,4
,Total,100%,3753,100%,1671,100%,2082,100%,914,100%,822,100%,146,100%,627,100%,1244,100%,517,100%,1154,100%,2082,100%,1974,100%,1647,100%,579,100%,1396,100%,267,100%,357,100%,675,100%,245,100%,2164,100%,1671,100%,592,100%,183,100%,781,100%,525,100%,1671,100%,2624,100%,1010,100%,645,100%,895,100%,864,100%,634,100%,226,100%,1012,100%,749,100%,253,100%,193,100%,1532,100%,883,100%,648,100%,388,100%,211,100%,1276,100%,937,100%,628,100%,945,100%,1393,100%,786
"How important are each of the following to you, personally, when you think about having your dream job: It gives me the chance to learn new things",Very important,45%,1672,41%,675,47%,997,41%,368,41%,341,45%,67,50%,299,45%,597,40%,202,41%,473,47%,997,45%,907,44%,695,47%,298,47%,647,43%,124,60%,202,44%,305,47%,108,41%,908,41%,675,46%,274,50%,89,45%,355,51%,279,41%,675,45%,1164,46%,460,45%,283,36%,341,40%,342,42%,260,42%,101,47%,491,50%,353,42%,119,29%,58,43%,647,49%,438,50%,317,44%,162,41%,94,48%,601,45%,452,46%,293,43%,411,47%,630,42%,338
,Somewhat important,42%,1640,47%,770,40%,870,45%,423,47%,374,42%,60,39%,260,40%,523,47%,249,46%,521,40%,870,43%,859,42%,732,41%,234,40%,595,41%,113,29%,125,43%,292,40%,111,47%,984,47%,770,39%,235,38%,71,47%,364,39%,199,47%,770,43%,1165,42%,430,45%,287,48%,420,48%,410,45%,283,47%,99,43%,432,37%,311,39%,97,58%,104,45%,687,42%,379,36%,257,42%,177,47%,92,39%,536,44%,400,38%,263,41%,408,43%,608,46%,360
,Not too important,11%,371,11%,197,10%,174,11%,110,10%,90,8%,12,10%,57,12%,102,11%,61,11%,136,10%,174,10%,178,11%,182,9%,38,11%,126,10%,24,8%,24,11%,69,13%,24,11%,228,11%,197,11%,61,11%,21,7%,54,7%,38,11%,197,10%,257,10%,93,9%,68,13%,114,11%,99,11%,78,9%,22,9%,74,10%,69,15%,29,8%,23,11%,176,8%,58,11%,61,11%,38,8%,18,11%,113,10%,72,15%,62,11%,102,8%,128,11%,79
,Not at all important,2%,68,2%,29,3%,39,2%,15,2%,15,5%,7,2%,11,2%,20,1%,6,2%,23,3%,39,2%,30,3%,37,2%,9,3%,26,5%,6,2%,7,2%,9,1%,2,2%,42,2%,29,3%,21,1%,2,1%,7,2%,9,2%,29,2%,37,3%,25,1%,8,3%,19,1%,12,2%,13,2%,5,2%,14,3%,15,3%,8,5%,8,1%,22,1%,8,3%,12,3%,11,4%,6,2%,24,2%,13,1%,10,5%,24,2%,27,1%,7
,Total,100%,3751,100%,1671,100%,2080,100%,916,100%,820,100%,146,100%,627,100%,1242,100%,518,100%,1153,100%,2080,100%,1974,100%,1646,100%,579,100%,1394,100%,267,100%,358,100%,675,100%,245,100%,2162,100%,1671,100%,591,100%,183,100%,780,100%,525,100%,1671,100%,2623,100%,1008,100%,646,100%,894,100%,863,100%,634,100%,227,100%,1011,100%,748,100%,253,100%,193,100%,1532,100%,883,100%,647,100%,388,100%,210,100%,1274,100%,937,100%,628,100%,945,100%,1393,100%,784
"How important are each of the following to you, personally, when you think about having your dream job: It gives me the chance to travel for work",Very important,21%,659,23%,350,20%,309,24%,201,21%,160,14%,21,24%,110,20%,167,21%,101,24%,249,20%,309,23%,377,21%,267,17%,76,21%,211,17%,41,46%,142,27%,175,23%,46,13%,249,23%,350,23%,126,25%,40,13%,89,10%,54,23%,350,19%,418,24%,208,29%,175,18%,156,21%,164,23%,136,25%,57,21%,140,20%,105,21%,53,23%,40,23%,319,17%,119,22%,102,19%,50,24%,48,24%,212,16%,123,19%,104,17%,136,26%,278,20%,141
,Somewhat important,30%,1156,34%,585,28%,571,35%,328,33%,283,33%,48,27%,181,27%,316,37%,197,32%,388,28%,571,30%,586,30%,532,28%,156,29%,386,32%,82,31%,116,32%,232,25%,71,29%,640,34%,585,27%,170,31%,53,32%,223,26%,124,34%,585,30%,793,31%,319,33%,220,34%,315,34%,303,35%,236,31%,72,31%,273,27%,204,22%,65,30%,63,34%,546,30%,252,29%,173,28%,106,34%,73,30%,386,29%,241,28%,182,28%,277,32%,443,32%,253
,Not too important,33%,1279,31%,528,34%,751,31%,286,31%,263,41%,57,32%,214,33%,459,32%,166,30%,362,34%,751,31%,656,35%,585,38%,214,33%,500,33%,96,16%,74,28%,189,38%,89,39%,813,31%,528,36%,207,25%,50,34%,280,40%,214,31%,528,35%,922,31%,327,27%,177,34%,307,34%,288,30%,193,25%,62,32%,369,35%,278,37%,82,26%,53,32%,492,39%,342,33%,231,31%,133,27%,57,32%,424,37%,367,38%,225,38%,362,29%,442,31%,250
,Not at all important,15%,650,13%,203,17%,447,11%,97,15%,113,12%,19,17%,119,20%,302,10%,52,14%,151,17%,447,16%,353,14%,257,17%,131,17%,297,18%,47,7%,26,12%,77,14%,38,19%,457,13%,203,14%,88,20%,39,21%,187,24%,133,13%,203,16%,486,15%,151,11%,71,14%,115,11%,104,11%,69,19%,35,15%,228,18%,160,20%,53,21%,36,12%,172,14%,169,17%,141,21%,99,14%,32,15%,251,18%,206,15%,115,17%,167,14%,228,16%,140
,Total,100%,3744,100%,1666,100%,2078,100%,912,100%,819,100%,145,100%,624,100%,1244,100%,516,100%,1150,100%,2078,100%,1972,100%,1641,100%,577,100%,1394,100%,266,100%,358,100%,673,100%,244,100%,2159,100%,1666,100%,591,100%,182,100%,779,100%,525,100%,1666,100%,2619,100%,1005,100%,643,100%,893,100%,859,100%,634,100%,226,100%,1010,100%,747,100%,253,100%,192,100%,1529,100%,882,100%,647,100%,388,100%,210,100%,1273,100%,937,100%,626,100%,942,100%,1391,100%,784
"How important are each of the following to you, personally, when you think about having your dream job: It gives me the chance to manage other people",Very important,14%,393,15%,202,13%,191,16%,123,14%,85,9%,15,15%,68,12%,102,16%,68,15%,134,13%,191,15%,221,13%,166,9%,33,14%,147,10%,29,28%,82,16%,94,17%,32,9%,148,15%,202,14%,83,15%,29,8%,50,6%,29,15%,202,12%,239,15%,135,23%,123,9%,68,15%,99,14%,77,15%,30,14%,92,11%,65,12%,27,14%,22,15%,184,10%,64,14%,59,17%,51,15%,30,16%,149,9%,61,10%,55,13%,90,17%,180,11%,68
,Somewhat important,23%,875,27%,449,21%,426,29%,265,25%,199,15%,24,21%,137,24%,250,33%,164,25%,285,21%,426,21%,438,26%,417,17%,93,23%,313,29%,74,30%,109,26%,188,18%,47,21%,452,27%,449,20%,125,22%,32,20%,151,24%,118,27%,449,24%,622,22%,226,28%,171,29%,251,31%,251,25%,160,22%,50,24%,227,22%,144,12%,40,24%,39,27%,423,20%,170,20%,136,21%,86,29%,53,25%,312,17%,148,20%,138,22%,202,25%,350,24%,184
